sentence,class
去上海的火车有票吗？,0
去上海的高铁有票吗？,0
去上海的火车硬座有票吗？,0
去上海的火车硬卧有票吗？,0
去上海的火车软卧有票吗？,0
去上海的高铁二等座有票吗？,0
去上海的高铁一等座有票吗？,0
去上海的高铁商务座有票吗？,0
有去上海的直达列车吗？,0
去上海需要换几次车？,0
去江苏的火车有票吗？,0
去江苏的高铁有票吗？,0
去江苏的火车硬座有票吗？,0
去江苏的火车硬卧有票吗？,0
去江苏的火车软卧有票吗？,0
去江苏的高铁二等座有票吗？,0
去江苏的高铁一等座有票吗？,0
去江苏的高铁商务座有票吗？,0
有去江苏的直达列车吗？,0
去湖北的高铁二等座有票吗？,0
去湖北的高铁一等座有票吗？,0
去湖北的高铁商务座有票吗？,0
有去湖北的直达列车吗？,0
去湖北需要换几次车？,0
去湖南的火车有票吗？,0
去湖南的高铁有票吗？,0
去湖南的火车硬座有票吗？,0
去湖南的火车硬卧有票吗？,0
去湖南的火车软卧有票吗？,0
去湖南的高铁二等座有票吗？,0
去湖南的高铁一等座有票吗？,0
去湖南的高铁商务座有票吗？,0
去广西需要换几次车？,0
去广东的火车有票吗？,0
去广东的高铁有票吗？,0
去广东需要换几次车？,0
去海南的火车有票吗？,0
去海南的高铁有票吗？,0
去海南的火车硬座有票吗？,0
去海南的火车硬卧有票吗？,0
去海南的火车软卧有票吗？,0
去海南的高铁二等座有票吗？,0
去海南的高铁一等座有票吗？,0
去海南的高铁商务座有票吗？,0
有去海南的直达列车吗？,0
去海南需要换几次车？,0
去四川的高铁一等座有票吗？,0
去四川的高铁商务座有票吗？,0
有去四川的直达列车吗？,0
去四川需要换几次车？,0
去贵州的火车有票吗？,0
去贵州的高铁有票吗？,0
去贵州需要换几次车？,0
去云南的火车有票吗？,0
去云南的高铁有票吗？,0
去云南的火车硬座有票吗？,0
去云南的火车硬卧有票吗？,0
去云南的火车软卧有票吗？,0
去云南的高铁二等座有票吗？,0
去云南的高铁一等座有票吗？,0
去云南的高铁商务座有票吗？,0
有去云南的直达列车吗？,0
去云南需要换几次车？,0
去西藏的火车有票吗？,0
去西藏的高铁有票吗？,0
去西藏的火车硬座有票吗？,0
去西藏的火车硬卧有票吗？,0
去西藏的火车软卧有票吗？,0
有去西藏的直达列车吗？,0
我想查询一下前往黑龙江的高铁票情况。,0
我希望能了解从重庆到黑龙江的火车票信息。,0
我想知道未来一周前往黑龙江的火车票最低价是多少。,0
请问明天前往黑龙江的火车票还有剩余吗？,0
能否帮我查询一下明天最晚一班到达黑龙江的动车是几点？,0
我想知道明天前往黑龙江的火车最早是几点发车？,0
能否提供一下近期可以抵达黑龙江的所有动车车次？,0
我想查询一下未来一周内，前往黑龙江的动车票剩余数量。,0
能否帮我查询一下明天最晚一班到达上海的动车是几点？,0
我想知道明天前往上海的火车最早是几点发车？,0
能否提供一下近期可以抵达上海的所有动车车次？,0
我想查询一下未来一周内，前往上海的动车票剩余数量。,0
这一周前往上海的火车卧铺票是否还有剩余？,0
明天前往上海的动车站票大概需要多少钱？,0
今天前往上海的火车票是否已经售罄？,0
能否告诉我，哪趟车次是去上海最便宜的火车票？,0
明天晚上我也打算前往江苏。,0
我想查询一下前往江苏的高铁票情况。,0
我希望能了解从重庆到江苏的火车票信息。,0
我想知道未来一周前往江苏的火车票最低价是多少。,0
请问明天前往江苏的火车票还有剩余吗？,0
能否帮我查询一下明天最晚一班到达江苏的动车是几点？,0
我想知道明天前往江苏的火车最早是几点发车？,0
能否提供一下近期可以抵达江苏的所有动车车次？,0
我想查询一下未来一周内，前往江苏的动车票剩余数量。,0
这一周前往江苏的火车卧铺票是否还有剩余？,0
明天前往江苏的动车站票大概需要多少钱？,0
今天前往江苏的火车票是否已经售罄？,0
能否告诉我，哪趟车次是去江苏最便宜的火车票？,0
我想去浙江。,0
下周一我希望能去浙江。,0
下午的时间我想去浙江。,0
晚上的安排我也想去浙江。,0
上午我计划去浙江。,0
我想知道未来一周前往河南的火车票最低价是多少。,0
请问明天前往河南的火车票还有剩余吗？,0
能否帮我查询一下明天最晚一班到达河南的动车是几点？,0
我想知道明天前往河南的火车最早是几点发车？,0
能否提供一下近期可以抵达河南的所有动车车次？,0
我想查询一下未来一周内，前往河南的动车票剩余数量。,0
这一周前往河南的火车卧铺票是否还有剩余？,0
明天前往河南的动车站票大概需要多少钱？,0
今天前往河南的火车票是否已经售罄？,0
能否告诉我，哪趟车次是去河南最便宜的火车票？,0
我想去山东。,0
我想到山东。,0
我明天想去山东。,0
我后天也计划去山东。,0
我近期还想去山东。,0
周五我有意向去山东。,0
下周一我希望能去山东。,0
下午的时间我想去山东。,0
晚上的安排我也想去山东。,0
上午我计划去山东。,0
明天上午我仍想去山东。,0
明天下午的行程是山东。,0
明天晚上我也打算前往山东。,0
我想查询一下前往山东的高铁票情况。,0
我希望能了解从重庆到山东的火车票信息。,0
我想知道未来一周前往山东的火车票最低价是多少。,0
请问明天前往山东的火车票还有剩余吗？,0
能否帮我查询一下明天最晚一班到达山东的动车是几点？,0
我想知道明天前往山东的火车最早是几点发车？,0
能否提供一下近期可以抵达山东的所有动车车次？,0
我想查询一下未来一周内，前往山东的动车票剩余数量。,0
这一周前往山东的火车卧铺票是否还有剩余？,0
明天前往山东的动车站票大概需要多少钱？,0
今天前往山东的火车票是否已经售罄？,0
下周一我希望能去湖南。,0
下午的时间我想去湖南。,0
晚上的安排我也想去湖南。,0
上午我计划去湖南。,0
明天上午我仍想去湖南。,0
明天下午的行程是湖南。,0
明天晚上我也打算前往湖南。,0
我想查询一下前往湖南的高铁票情况。,0
我想知道未来一周前往湖南的火车票最低价是多少。,0
请问明天前往湖南的火车票还有剩余吗？,0
能否帮我查询一下明天最晚一班到达湖南的动车是几点？,0
我想知道明天前往湖南的火车最早是几点发车？,0
明天上午我仍想去广东。,0
明天下午的行程是广东。,0
明天晚上我也打算前往广东。,0
我想查询一下前往广东的高铁票情况。,0
我想知道未来一周前往广东的火车票最低价是多少。,0
请问明天前往广东的火车票还有剩余吗？,0
能否帮我查询一下明天最晚一班到达广东的动车是几点？,0
我想知道明天前往广东的火车最早是几点发车？,0
能否提供一下近期可以抵达广东的所有动车车次？,0
我想查询一下未来一周内，前往广东的动车票剩余数量。,0
我后天也计划去贵州。,0
我近期还想去贵州。,0
周五我有意向去贵州。,0
下周一我希望能去贵州。,0
下午的时间我想去贵州。,0
晚上的安排我也想去贵州。,0
上午我计划去贵州。,0
明天上午我仍想去贵州。,0
明天下午的行程是贵州。,0
明天晚上我也打算前往贵州。,0
我想去四川。,0
我想到四川。,0
我明天想去四川。,0
我后天也计划去四川。,0
我近期还想去四川。,0
周五我有意向去四川。,0
下周一我希望能去四川。,0
下午的时间我想去四川。,0
晚上的安排我也想去四川。,0
上午我计划去四川。,0
明天上午我仍想去四川。,0
明天下午的行程是四川。,0
明天晚上我也打算前往四川。,0
我想查询一下前往四川的高铁票或火车票情况。,0
这一周前往四川的火车卧铺票是否还有剩余？,0
下周一我希望能去重庆。,0
下午的时间我想去重庆。,0
晚上的安排我也想去重庆。,0
上午我计划去重庆。,0
明天上午我仍想去重庆。,0
明天下午的行程是去重庆。,0
明天晚上我也打算前往重庆。,0
我想查询一下去重庆的高铁票或火车票情况。,0
我想知道未来一周去重庆的火车票最低价是多少。,0
请问明天去重庆的火车票还有剩余吗？,0
能否帮我查询一下明天最晚一班去重庆的动车或火车是几点？,0
我想知道明天最早一班去重庆的火车是几点发车？,0
下周一我希望能去云南。,0
下午的时间我想去云南。,0
晚上的安排我也想去云南。,0
上午我计划去云南。,0
明天上午我仍想去云南。,0
明天下午的行程是去云南。,0
明天晚上我也打算前往云南。,0
我想查询一下去云南的高铁票情况。,0
我想知道未来一周去云南的票最低价是多少。,0
请问明天去云南的票还有剩余吗？,0
能否帮我查询一下明天最晚一班去云南的火车是几点？,0
我想知道明天最早一班去云南的交通工具是几点发车？,0
能否提供一下近期可以抵达云南的航班信息？,0
我想查询一下未来一周内，去云南的动车、火车票剩余数量。,0
明天上午我仍想去西藏。,0
明天下午的行程是去西藏。,0
明天晚上我也打算前往西藏。,0
我想知道未来一周去西藏的票最低价是多少。,0
请问明天去西藏的票还有剩余吗？,0
能否帮我查询一下明天最晚一班去西藏的火车是几点？,0
我想知道明天最早一班去西藏的交通工具是几点发车？,0
能否提供一下近期可以抵达西藏的所有火车信息？,0
我想查询一下未来一周内，去西藏的火车票剩余数量。,0
这一周去西藏的卧铺票是否还有剩余？,0
明天去西藏的火车票大概需要多少钱？,0
我明天想去陕西。,0
我后天也计划去陕西。,0
我近期还想去陕西。,0
周五我有意向去陕西。,0
下周一我希望能去陕西。,0
下午的时间我想去陕西。,0
晚上的安排我也想去陕西。,0
上午我计划去陕西。,0
明天上午我仍想去陕西。,0
明天下午的行程是去陕西。,0
明天晚上我也打算前往陕西。,0
我想查询一下去陕西的火车票或机票情况。,0
我想知道未来一周去陕西的票最低价是多少。,0
请问明天去陕西的票还有剩余吗？,0
能否帮我查询一下明天最晚一班去陕西的火车是几点？,0
我想知道明天最早一班去陕西的交通工具是几点发车或起飞？,0
能否提供一下近期可以抵达陕西的所有火车信息？,0
明天上午我仍想去甘肃。,0
明天下午的行程是去甘肃。,0
明天晚上我也打算前往甘肃。,0
我想知道未来一周去甘肃的票最低价是多少。,0
请问明天去甘肃的票还有剩余吗？,0
能否帮我查询一下明天最晚一班去甘肃的火车是几点？,0
我想知道明天最早一班去甘肃的交通工具是几点发车？,0
能否提供一下近期可以抵达甘肃的所有火车信息？,0
我想查询一下未来一周内，去甘肃的火车票或剩余数量。,0
这一周去甘肃的卧铺票是否还有剩余？,0
明天去甘肃的火车票大概需要多少钱？,0
今天去甘肃的票是否已经售罄？,0
我想要查询明天从重庆去宁夏的火车票。,0
我想要知道未来一周去宁夏的火车票的最低价格。,0
明天到宁夏的火车票还有吗？,0
帮我查询一下明天能到达宁夏的动车最晚车次呗。,0
明天去宁夏的火车最早是什么时候发车呢？,0
能出示一下最近一周可以抵达宁夏的所有动车车次吗？,0
我想查询未来一周能抵达宁夏的动车票的剩余情况。,0
这一周去宁夏的火车卧铺票还有剩余吗？,0
明天去宁夏的动车站票最低多少钱？,0
我下午想去青海。,0
我晚上想去青海。,0
我上午想去青海。,0
我明天上午想去青海。,0
我明天下午想去青海。,0
我明天晚上想去青海。,0
我想要查询一下明天去往青海的高铁票。,0
我想要查询明天从重庆去青海的火车票。,0
我想要知道未来一周去青海的火车票的最低价格。,0
明天到青海的火车票还有吗？,0
我下午想去新疆。,0
我晚上想去新疆。,0
我上午想去新疆。,0
我明天上午想去新疆。,0
我明天下午想去新疆。,0
我明天晚上想去新疆。,0
我想要查询一下明天去往新疆的高铁票或火车票。,0
我想要查询明天从重庆去新疆的火车票。,0
我想要知道未来一周去新疆的火车票的最低价格。,0
明天到新疆的火车票还有吗？,0
帮我查询一下明天能到达新疆的火车最晚车次呗。,0
明天去新疆的火车最早是什么时候发车呢？,0
能出示一下最近一周可以抵达新疆的所有火车车次吗？,0
我想查询未来一周能抵达新疆的火车票的剩余情况。,0
这一周去新疆的火车卧铺票还有剩余吗？,0
明天去新疆的火车站票最低多少钱？,0
今天去新疆的火车票还有剩余吗？,0
我能买到的最便宜的去新疆的火车票是哪趟车次？,0
我想点个外卖。,1
我要叫个饭。,1
我要订一些吃的。,1
我需要订个餐。,1
我要点餐送到家。,1
我需要叫个外卖。,1
可以帮我订餐吗？,1
我要点个饭送过来。,1
我打算点个餐。,1
请问你们有哪些餐食可以选择？,1
你们的菜单上有什么推荐的吗？,1
你们提供热饮吗？有哪些种类？,1
请推荐一下你们的特色菜品。,1
今天有什么热销的菜肴？,1
有没有推荐的套餐组合？,1
请问你们的餐点中哪些最受欢迎？,1
我能不能尝试一下你们的地方特色菜？,1
今天的餐车有没有新增的特别菜品？,1
能推荐一些小吃吗？,1
有哪些甜点推荐？,1
有搭配酒水或饮料的餐食吗？,1
我比较喜欢海鲜类的食物，你们有推荐的菜吗？,1
我想吃一些高蛋白的菜肴，能推荐吗？,1
如果我在列车上想要吃得更丰盛一点，能推荐个大份的菜吗？,1
如果我喜欢吃辣的，你有什么推荐的麻辣菜肴？,1
有哪些菜肴能快速提供能量的？,1
我可以尝试一些传统的中式菜品吗？,1
能不能推荐一些容易消化的餐点？,1
有儿童餐或老人餐可以选择吗？,1
请推荐几道适合女性乘客的健康餐。,1
有素食餐吗？,1
我能在订餐时选择不加某种配料吗？,1
能否提供无糖或低糖的餐点？,1
有无辣或少辣的餐点吗？,1
如果我想吃清淡的菜肴，你有什么推荐？,1
有没有健康的低脂餐食可以选择？,1
如果我吃不惯米饭，能推荐些面食吗？,1
我要吃饭了。,1
有饭吃吗？,1
哪里可以买饭？,1
你们这卖饭吗？,1
饭什么价格？,1
有套餐吗？,1
套餐贵吗？,1
套餐多少钱？,1
套餐含饮料吗？,1
有饮料卖吗？,1
有特殊类型餐食吗？,1
有清真食品吗？,1
能推荐一下餐食吗？,1
有中餐吗？,1
有西餐吗？,1
有儿童套餐吗？,1
你们提供餐食吗？,1
餐饮多久能送到座位？,1
能点外卖吗？,1
我饿了。,1
我想吃饭。,1
有什么好吃的吗？,1
有没有推荐的菜？,1
除了面包还有什么？,1
我想喝点饮料。,1
到饭点了有什么推荐的吗？,1
有没有不辣的菜？,1
有没有给回民吃的菜？,1
我有点嘴馋，能推荐点零食吗？,1
有什么吃的吗？,1
有没有分量多一些的菜？,1
有没有便宜点的菜？,1
有啥车上能吃的吗？,1
我想吃点清淡的,1
附近有什么好吃的馆子吗？,1
我想下馆子，有什么推荐的吗？,1
推荐点好吃的餐馆。,1
我想吃东西。,1
我想吃xx。,1
我好想吃xx。,1
我想点个xx。,1
帮我点个xx。,1
有没有xx？,1
我想吃点辣的。,1
我想吃点甜的。,1
我想吃点咸的。,1
我想吃点酸的。,1
有没有辣的吃的？,1
有没有甜的吃的？,1
有没有咸的吃的？,1
有没有酸的吃的?,1
车上有什么吃的？,1
车上有什么好吃的？,1
这附近有什么吃的？,1
这附近有什么好吃的？,1
xx有什么好吃的？,1
xx有什么特色小吃？,1
xx有什么特色食物？,1
xx有什么特色菜？,1
有什么甜口的？,1
有什么咸口的？,1
有什么辣口的？,1
有什么酸口的？,1
我喜欢吃xx，你能推荐一下相关的优质餐馆吗？,1
在附近1公里范围内评分最高的餐馆是什么？,1
我最近身体不舒服，能推荐适合我吃的菜吗？,1
你有什么非常推荐的菜品吗？,1
我现在想要吃点甜的。,1
我来自南方，有什么推荐我吃的北方菜肴吗？,1
我吃腻了川菜，想换换口味。,1
我想吃好吃的粤菜。,1
我最近很馋淮扬菜，你能推荐几个不错的餐馆吗？,1
来点适合老人和小孩儿吃的菜呗。,1
来一份好吃的下午茶吧。,1
我在减肥，你懂的。,1
我不爱吃蔬菜，想吃纯肉的菜。,1
现在晚上我饿了。,1
我从意大利留学回来，想吃一次菠萝披萨。,1
我是老北京人，来点儿地道的食物。,1
重庆有什么好吃的。,1
心情不好，想吃甜品。,1
有什么小朋友爱吃的食物吗？,1
不是咸的我不吃。,1
今天天气如何？,2
今天天气怎么样？,2
今天会下雨吗？,2
今天气温多少度？,2
今天多少度？,2
今天出太阳吗？,2
今天热吗？,2
今天冷吗？,2
今天出门要带伞吗？,2
今天风大不大？,2
今天的天气预报是什么？,2
今天天气状况如何？,2
今天天气有什么特别的吗？,2
未来几天天气怎么样？,2
明天会下雨吗？,2
明天气温如何？,2
明天风大吗？,2
明天会不会太热？,2
明天会不会太冷？,2
这周天气怎么样？,2
下周天气会变冷吗？,2
下周会有雨吗？,2
未来几天有降温吗？,2
未来几天有升温吗？,2
今天天气好不好啊？,2
今天天儿怎么样？,2
今天空气质量咋样？,2
今天天气预报怎么说？,2
今天温度多少？,2
今天紫外线强吗 ？,2
今天空气质量怎么样？,2
今天降温了吗？,2
今天升温了吗？,2
明天要带伞吗？,2
明天要穿厚衣服吗？,2
x月x日天气怎样？,2
x月x日多少度？,2
x月x日会降温吗？,2
x月x日会升温吗？,2
x月x日会下雨吗？,2
明天会变冷吗？,2
今天天气怎么样？,2
接下来会是好天气吗？,2
今天云多吗？,2
明天天气预报如何？,2
明天天气预报怎么样？,2
x月x日天气预报怎样？,2
下周天气预报怎么样？,2
路上会不会因为天气延误？,2
最近几天会下雨吗？,2
xx那边出太阳了吗？,2
这雨要下到几点？,2
今个儿天气咋样？,2
待会儿是不是要下雨？,2
啥时候出太阳啊。,2
这雨什么时候停？,2
今天需要穿羽绒服吗？,2
今天穿短袖行吗？,2
今天穿裙子冻不冻？,2
今天穿毛衣会不会有点太厚了？,2
明天能不能下雪？,2
明天天气适合旅游吗？,2
明天天气适合去沙滩玩吗？,2
明天天气适合去滑雪场吗？,2
昨天有没有下雨？,2
车开一半不会路被冻住了吧？,2
明天是不是有大太阳？,2
待会儿会飘小雨吗？,2
今天空气好吗？,2
什么时候会下雨？,2
最近会下雨么？,2
xx会下雨吗？,2
明天xx会下雨吗？,2
后天xx会下雨吗？,2
大后天xx会下雨吗？,2
周三xx会下雨吗？,2
下周一xx会下雨吗？,2
1月20日xx会下雨吗？,2
未来15天天气如何？,2
什么时候才会升温啊？,2
什么时候才会降温啊？,2
最近都这么热吗？,2
最近都这么冷吗？,2
最近xx热吗？,2
最近xx冷吗？,2
最近xx天气如何？,2
下周xx天气热吗？,2
下周xx天气冷吗？,2
明天的天气适合穿短袖出门吗？,2
今儿下午的x点钟会下雨吗？,2
一个小时后适合出门吗？,2
明天出去运动需要防晒吗？,2
待会儿的空气湿度如何？,2
我想知道未来一周会有暴雨吗？,2
查询一下未来一周的最高温度。,2
查询一下未来一周的最大温差。,2
最近一周会降温吗？,2
明天适合出门吗？,2
什么时候天气会变晴？,2
12小时后大雨会停止吗？,2
这三天内会有暴雨吗？,2
明天的最低温度是多少度？,2
我想知道明天每小时的温度情况。,2
明天适合晒被子吗？,2
我想要获取未来一周的天气变化。,2
你能告诉我明天的最高温度吗？,2
明天是否会有大幅度的升温？,2
未来一周的总降水量。,2
萨特,3
罗素,3
斯宾诺莎,3
阿多诺,3
自然语言处理,3
农业生态学,3
农业气象,3
植物营养学,3
农业经济学,3
农产品加工,3
农业可持续发展,3
农业遗传学,3
精准农业,3
农产品质量与安全,3
农业种质资源,3
他的手放在热水袋上，感觉温暖极了,3
电脑过热了，风扇的温度也随之升高,3
这瓶饮料温度适中，刚刚好,3
实验室的温度控制在一定范围内,3
设备的工作温度需要保持在常温,3
厨房的温度比客厅高得多,3
这台机器的工作温度是40摄氏度,3
恒温箱的温度保持在28度,3
冰块的温度还很低,3
洗澡水的温度调得刚刚好,3
热水已经烧开了，可以泡茶了,3
小心，这杯热水很烫,3
她用热水冲洗了手中的杯子,3
他喜欢在冬天喝一杯热水,3
我需要一壶热水来泡面,3
请把热水瓶拿过来，我需要倒点热水,3
她把热水放在浴缸里准备泡澡,3
热水能帮助舒缓肌肉疲劳,3
一杯热水可以快速暖身,3
热水和冷水混合后适合洗碗,3
热水倒进茶壶里，香气四溢,3
我打算去附近的公园走走,3
今天去街角的咖啡店坐坐吧,3
我想去书店看看新书,3
不远处的超市有些东西要买,3
去附近的餐馆吃点东西,3
我决定去巷子里的小面包店买点面包,3
我想去楼下的便利店买个饮料,3
我打算去附近的药店看看,3
我想去对面的小咖啡馆放松一下,3
不远的广场上有个小摊位，我想去看看,3
我想去楼下的健身房锻炼,3
附近的电影院有场电影，我想去看,3
去附近的美术馆走一走，看看展览,3
我想去家附近的花卉市场逛逛,3
我打算去小区门口的书店,3
楼下的餐厅最近很火，我打算去尝尝,3
我想去车厢前面找个座位坐,3
我打算去列车餐车吃点东西,3
我想去列车洗手间看看,3
我要去车厢后面走走,3
我打算去列车连接处透透气,3
我想去隔壁车厢看看有没有空座,3
我想去车厢前面的出口站站牌看看,3
我要去车厢的餐车买瓶水,3
我想去列车的车头看看,3
我打算去列车的休息区放松一下,3
我需要去列车车厢旁边的门口透气,3
我想去列车的车厢前部确认信息,3
我打算去靠窗的座位拍点风景,3
我想去车厢的司机室看看,3
桌子上放着一把刀叉,3
这瓶油是用来烹饪的,3
我正在整理厨房里的调料架,3
冰箱里存放着食材和饮料,3
这把切菜刀已经用了好多年,3
我需要一个锅来煮汤,3
那个搅拌机非常适合做果汁,3
餐巾纸放在餐桌上，方便使用,3
我正在清洗菜板，准备做晚餐,3
你可以用这个煮饭器做米饭,3
冷冻室里存储着新鲜的蔬菜,3
餐桌上的盐罐和胡椒罐常常被使用,3
我正在使用料理机来搅拌食材,3
厨房里有很多新鲜的蔬菜,3
餐桌上放着几盘美味的菜肴,3
冰箱里存放着牛奶和水果,3
餐柜里有各种各样的调味料,3
桌上摆着一块刚做好的蛋糕,3
冰箱里有几瓶果汁,3
厨房角落里堆着一些食材,3
餐厅里充满了食物的香气,3
桌上放着几瓶瓶装水,3
冰箱里有一大块肉等着烹饪,3
厨房柜子里有很多未开封的食品,3
餐桌上放着几盘热腾腾的汤,3
厨房桌面上放着刚做好的面包,3
厨房的墙上挂着一些干草药,3
冰箱里有几罐啤酒和饮料,3
我现在不太饿，暂时不想吃饭,3
今天不太想吃东西，可能过一会儿再吃,3
我现在没有胃口，吃不下,3
我不太想吃东西，可能晚点再吃,3
我吃得不多，今天先不吃了,3
现在没有食欲，我不想吃饭,3
我现在不想吃东西，可能喝点水就好,3
我今天不太想吃饭，可能就这样算了,3
我不想吃饭，先不吃了,3
我现在不想吃东西，等会儿再说,3
我现在不饿，先不吃东西了,3
我今天心情不好，不想吃饭,3
我现在不打算买票,3
我觉得今天不太需要购票,3
我今天不打算去，暂时不买票,3
我不想买票，还是等下次吧,3
我不打算现在买票,3
我今天不去，票就不买了,3
我没兴趣买票，还是不去了,3
我暂时不想购票，可能改天再说,3
我决定这次不买票,3
我现在不想花钱买票,3
我对这个活动不感兴趣，所以不打算买票,3
我现在不想购票，可能过一阵再考虑,3
我现在不想知道天气如何,3
不想知道天气，反正只要出门就行,3
天气怎么样不重要，我不打算关注,3
我不在乎天气，反正我有伞,3
天气怎么样不影响我，随便,3
今天的天气与我无关,3
我不关心天气，只想专注于手头的事,3
我想买一张演唱会的票,3
我需要买音乐会的票,3
我想买展览的票去看看,3
我决定买一张话剧票,3
我打算买一张体育赛事的票,3
我想买一个游乐园的票,3
我想买旅游景点的票,3
我想买一个演讲会的票,3
我现在坐的火车正朝着北京驶去,3
她正在乘坐的火车正向上海进发,3
这列火车正朝着南方的城市行驶,3
我们乘坐的火车正在前往广州,3
他的火车正开往西安,3
火车正在从南京开往成都,3
她的火车正在朝着南方的海滨城市行驶,3
我坐的火车正从广州前往深圳,3
这列火车正沿着高速铁路驶向上海,3
我现在乘坐的火车正驶向远方,3
外面刮风了，我正好想在餐馆里吃顿饭,3
今天太热了，想去吃点清爽的沙拉,3
外面刮风很冷，正好想去吃点热面,3
天气冷了，我想去吃点温暖的食物,3
今天真是个好日子,3
他看起来很开心,3
时间过得真快,3
这里好安静,3
这个主意不错,3
我可以帮你吗,3
这件衣服很好看,3
我不太确定,3
真是太热了,3
她很聪明,3
这个地方很漂亮,3
我很高兴认识你,3
这里的空气真新鲜,3
我去拿点水,3
早上好！今天感觉如何？,3
很高兴见到你！,3
好久不见，最近一切都好吗？,3
下午好，今天过得怎么样？,3
晚上好，今天过得怎样？,3
很高兴和你见面！,3
今天天气不错，心情好吗？,3
最近怎么样？一切都好吗？,3
今天很忙吗？,3
最近好吗？,3
你最近有空吗？,3
好久不见！,3
你好吗？,3
今天心情如何？,3
天气这么好，今天打算做什么？,3
你最近有什么新鲜事吗？,3
这几天过得怎么样？,3
你最近有什么好书推荐吗？,3
最近有没有什么新兴趣爱好？,3
今天天气真好，适合出去走走,3
周末有什么计划吗？,3
最近工作忙吗？,3
你有没有去过这个地方？,3
最近有没有尝试过新的餐馆？,3
最近有没有看到什么有趣的新闻？,3
今天心情怎么样？,3
