sentence,class
餐巾纸放在餐桌上，方便使用,3
我正在清洗菜板，准备做晚餐,3
你可以用这个煮饭器做米饭,3
那套瓷碗看起来非常适合吃面,3
这个冰柜里冷藏了许多肉类,3
我需要用这个烤箱来做蛋糕,3
厨房的水槽旁放着清洁剂和洗洁精,3
在微波炉里加热的汤已经热了,3
这些厨房用具放在抽屉里,3
碗碟柜里整齐地摆放着餐具,3
冷冻室里存储着新鲜的蔬菜,3
餐桌上的盐罐和胡椒罐常常被使用,3
我正在使用料理机来搅拌食材,3
厨房里有很多新鲜的蔬菜,3
餐桌上放着几盘美味的菜肴,3
冰箱里存放着牛奶和水果,3
餐柜里有各种各样的调味料,3
桌上摆着一块刚做好的蛋糕,3
冰箱里有几瓶果汁,3
厨房角落里堆着一些食材,3
餐厅里充满了食物的香气,3
桌上放着几瓶瓶装水,3
冰箱里有一大块肉等着烹饪,3
厨房柜子里有很多未开封的食品,3
餐桌上放着几盘热腾腾的汤,3
橱柜里摆放着各种罐头食品,3
厨房的货架上有一堆调料瓶,3
冰箱里有剩下的披萨,3
抽屉里存着一些餐具和餐巾纸,3
冷藏室里有一些冰淇淋,3
厨房桌面上放着刚做好的面包,3
厨房的墙上挂着一些干草药,3
冰箱里有几罐啤酒和饮料,3
我现在不太饿，暂时不想吃饭,3
今天不太想吃东西，可能过一会儿再吃,3
我现在没有胃口，吃不下,3
我不太想吃东西，可能晚点再吃,3
我吃得不多，今天先不吃了,3
现在没有食欲，我不想吃饭,3
我现在不想吃东西，可能喝点水就好,3
我今天不太想吃饭，可能就这样算了,3
我暂时不想吃饭，有点反胃,3
我现在没什么食欲，吃不下,3
我今天不太饿，不想吃东西,3
我不想吃饭，先不吃了,3
我现在不想吃东西，等会儿再说,3
我现在不饿，先不吃东西了,3
我今天心情不好，不想吃饭,3
我现在不打算买票,3
我觉得今天不太需要购票,3
我今天不打算去，暂时不买票,3
我不想买票，还是等下次吧,3
我现在不想购票，感觉没必要,3
这次不买票了，看看下次情况,3
我不打算现在买票,3
我今天不去，票就不买了,3
我没兴趣买票，还是不去了,3
我暂时不想购票，可能改天再说,3
我决定这次不买票,3
我现在不想花钱买票,3
我对这个活动不感兴趣，所以不打算买票,3
我现在不想购票，可能过一阵再考虑,3
我现在不想知道天气如何,3
天气怎么样无所谓，我不关心,3
我不想听天气预报，自己去感受就行,3
今天的天气不重要，我先做我的事,3
不想知道天气，反正只要出门就行,3
天气怎么样不重要，我不打算关注,3
我不在乎天气，反正我有伞,3
天气怎么样不影响我，随便,3
今天的天气与我无关,3
我不关心天气，只想专注于手头的事,3
我想买一张演唱会的票,3
我需要买音乐会的票,3
我想买展览的票去看看,3
我决定买一张话剧票,3
我打算买一张体育赛事的票,3
我想买一个游乐园的票,3
我想买门票去参加这次展览,3
我打算买电影首映的票,3
我想买旅游景点的票,3
我想买一个演讲会的票,3
我现在坐的火车正朝着北京驶去,3
她正在乘坐的火车正向上海进发,3
这列火车正朝着南方的城市行驶,3
我们乘坐的火车正在前往广州,3
他的火车正开往西安,3
火车正在从南京开往成都,3
我正在乘坐的列车正快速驶向目的地,3
我们正在坐的火车已经离开了站点，向长沙驶去,3
他坐的火车正从哈尔滨开往沈阳,3
我们正在坐的火车很快就要到达目的地,3
她的火车正在朝着南方的海滨城市行驶,3
我坐的火车正从广州前往深圳,3
这列火车正沿着高速铁路驶向上海,3
我现在乘坐的火车正驶向远方,3
今天外面下雨，我正好想在家里吃点热饭,3
天气有点冷，正好想吃点热乎乎的火锅,3
外面刮风了，我正好想在餐馆里吃顿饭,3
今天太热了，想去吃点清爽的沙拉,3
外面刮风很冷，正好想去吃点热面,3
天气冷了，我想去吃点温暖的食物,3
今天真是个好日子,3
他看起来很开心,3
时间过得真快,3
这里好安静,3
这个主意不错,3
我可以帮你吗,3
这件衣服很好看,3
我不太确定,3
真是太热了,3
她很聪明,3
这个地方很漂亮,3
我很高兴认识你,3
这里的空气真新鲜,3
我去拿点水,3
早上好！今天感觉如何？,3
很高兴见到你！,3
好久不见，最近一切都好吗？,3
下午好，今天过得怎么样？,3
晚上好，今天过得怎样？,3
很高兴和你见面！,3
今天天气不错，心情好吗？,3
最近怎么样？一切都好吗？,3
今天很忙吗？,3
最近好吗？,3
你最近有空吗？,3
好久不见！,3
你好吗？,3
今天心情如何？,3
天气这么好，今天打算做什么？,3
你最近有什么新鲜事吗？,3
这几天过得怎么样？,3
你最近有什么好书推荐吗？,3
最近有没有什么新兴趣爱好？,3
今天天气真好，适合出去走走,3
周末有什么计划吗？,3
最近工作忙吗？,3
你有没有去过这个地方？,3
最近有没有尝试过新的餐馆？,3
最近有没有看到什么有趣的新闻？,3
今天心情怎么样？,3
